X5,X2,X3,X4,X6,X1,X10,X7,X8,X9,X11,X12,X15,X13,X14,Y
45,335,22,120,1265,2289,454,164,204,176,0.59,592,, FC14, CA30,Honda
9,14,12,60,3668,3200,3264,209,216,143,0.01,350,, FC11, CA43,GMC
-1,324,15,162,150,1983,450,180,223,182,0.2,527,, FC14, CA21,Honda
31,315,13,150,1770,3046,1597,184,229,184,0.6,-248,, FC13, CA43,Toyota
80,7,33,95,124,1988,382,162,156,116,0.29,82,, FC14, CA30,Honda
0,93,23,0,730,2182,1001,249,197,64,0.17,543,, FC14, CA24,Mercedes
0,106,10,0,240,2004,285,238,228,120,0,911,, FC14, CA26,Mercedes
193,317,24,424,1159,2463,666,150,212,198,0.06,687,, FC14, CA30,Honda
19,341,27,30,1209,2129,1115,152,188,168,0.73,-52,, FC14, CA37,Mercedes
82,100,18,258,750,2469,268,247,212,88,0.53,903,, FC14, CA22,Honda
101,30,25,247,1396,2345,598,203,176,98,0.87,-657,, FC14, CA30,Honda
17,293,12,60,67,2350,696,187,237,191,0.21,464,, FC14, CA30,Honda
17,330,27,30,3141,2703,6186,146,197,184,0.44,743,, FC11, CA36,BMW
196,81,6,722,2656,3220,3136,228,230,136,0.73,-811,, FC13, CA51,Toyota
99,311,16,612,2106,2865,841,175,227,191,0.8,-677,, FC13, CA31,BMW
73,293,13,306,1530,3012,3261,182,237,194,0.49,656,, FC11, CA42,Toyota
0,278,12,0,1134,2069,402,188,242,193,0.53,721,, FC14, CA37,Mercedes
207,320,11,930,1231,3317,2924,191,229,178,0.34,294,, FC13, CA52,Toyota
0,100,23,0,1200,2216,509,250,203,69,0.98,-749,, FC14, CA24,Mercedes
0,,10,295,4325,3377,3869,215,218,138,0.25,756,, FC11, CA60,GMC
6,159,13,362,1996,3186,1919,233,242,137,0.49,-6,, FC13, CA53,Toyota
7,43,10,285,324,2786,778,222,217,129,0.34,-57,, FC11, CA50,BMW
0,150,10,0,1209,2658,706,233,240,137,0.13,-955,, FC13, CA22,BMW
37,151,33,67,1087,2157,446,240,218,79,0.13,162,, FC14, CA23,Mercedes
47,122,18,175,782,2469,210,248,222,95,0.28,-363,, FC14, CA22,Honda
12,,5,150,4583,3148,1981,227,239,146,0.35,-473,, FC11, CA42,Toyota
5,131,18,30,841,2051,577,246,227,102,0.07,826,, FC14, CA21,Mercedes
55,,26,175,1350,2671,664,253,200,58,0.71,912,, FC11, CA50,BMW
37,96,7,362,1978,2977,745,232,229,129,0,422,, FC13, CA52,Toyota
0,147,27,0,722,2232,443,244,225,92,0.71,30,, FC14, CA24,Mercedes
0,75,7,90,2875,3055,1583,229,226,130,0.11,652,, FC13, CA52,Toyota
165,307,26,424,485,2176,514,141,215,210,0.06,-401,, FC14, CA30,Honda
151,59,13,384,553,2376,1776,230,211,112,0.91,74,, FC14, CA26,Mercedes
35,191,12,384,1282,2329,900,219,249,162,0.41,582,, FC14, CA22,Mercedes
4,10,10,150,1120,3283,2402,209,220,148,0.51,-536,, FC11, CA58,Toyota
270,181,10,488,1466,2346,1048,224,247,155,0.48,-389,R3, FC14, CA22,Mercedes
13,177,20,42,1260,2311,911,226,247,144,0.34,39,, FC14, CA23,Mercedes
131,66,33,313,351,2088,301,231,156,31,0.7,332,, FC14, CA25,Honda
74,248,19,285,1690,2813,2220,177,250,209,0.44,-661,, FC13, CA33,BMW
26,272,37,60,150,2027,180,100,222,246,0.96,682,R3, FC14, CA25,Honda
101,348,7,443,2673,2748,1451,207,229,160,0.66,509,, FC13, CA52,BMW
24,101,14,127,2355,3317,2696,242,221,106,0,-527,, FC11, CA59,GMC
0,102,21,0,828,2238,421,250,207,75,0.42,-863,, FC14, CA34,Mercedes
41,,22,108,124,2737,1237,219,186,91,0.78,-774,R1, FC11, CA49,BMW
198,135,35,283,960,2311,408,249,199,46,0.57,196,, FC14, CA23,Mercedes
61,358,15,361,3635,3331,2014,196,211,152,0.98,331,, FC11, CA58,Toyota
22,143,16,67,2440,2746,6597,241,235,119,0.8,-164,, FC11, CA32,Ford
0,354,7,0,1260,2107,1006,209,228,157,0.35,770,, FC14, CA37,Mercedes
29,23,13,95,930,2856,277,212,211,134,0.84,721,, FC11, CA50,BMW
70,75,33,90,108,2716,2310,238,158,23,0.23,684,R3, FC11, CA50,BMW
78,191,15,270,924,2582,1466,218,251,162,0.22,-751,, FC13, CA24,Honda
20,335,17,95,1571,2733,1248,178,214,174,0.5,-252,, FC13, CA30,BMW
50,106,14,319,1761,2801,631,243,223,107,1,-521,, FC13, CA51,BMW
0,121,4,0,481,2030,644,227,236,144,0.37,356,, FC14, CA37,Mercedes
85,223,13,926,2310,2857,1597,203,252,183,0.41,758,, FC13, CA37,BMW
230,,26,376,391,2871,1958,250,191,53,0.96,205,, FC11, CA50,BMW
0,172,5,30,5673,3200,949,223,242,154,0.76,46,, FC11, CA39,Toyota
110,1,21,391,180,2317,1557,184,194,143,0.6,-46,R3, FC14, CA30,Honda
9,344,17,30,4066,3227,1302,183,211,164,0.99,764,, FC11, CA58,GMC
112,,48,124,134,2773,1298,226,107,0,0.74,908,, FC11, CA50,BMW
1,100,18,30,912,2063,190,247,212,87,1,-279,R3, FC14, CA21,Mercedes
0,,9,30,1578,3072,725,220,221,136,0.32,-828,, FC13, CA52,Toyota
29,102,16,247,2646,3359,2449,245,217,95,0.67,133,R1, FC11, CA59,GMC
84,131,14,190,2010,2833,882,242,232,116,0.33,222,, FC13, CA33,BMW
12,,6,85,2106,2683,1854,221,226,141,0.86,39,R3, FC13, CA37,BMW
54,105,28,127,1019,2241,1276,253,193,47,0.48,758,, FC14, CA23,Mercedes
90,270,29,150,270,2092,85,131,234,235,0.96,-680,R1, FC14, CA25,Honda
6,106,34,30,60,1940,408,253,178,0,0.11,-370,, FC14, CA21,Honda
102,129,30,201,767,2202,182,252,207,59,0.05,29,, FC14, CA23,Mercedes
30,27,10,691,3777,3291,3844,216,219,138,0.96,-278,, FC11, CA49,Toyota
27,349,9,134,690,2289,618,204,225,160,0.15,646,, FC14, CA22,Honda
-10,98,7,124,859,3071,1510,231,231,132,0.73,-895,, FC11, CA43,Toyota
43,68,30,108,124,2734,1262,234,166,42,0.43,123,, FC11, CA49,BMW
0,58,19,0,732,2398,875,230,197,92,0.2,-717,, FC14, CA21,Mercedes
142,337,35,190,1260,2297,1300,123,168,171,0.3,130,, FC14, CA30,Honda
3,234,9,30,2103,2894,1443,206,248,180,0.7,-606,, FC13, CA43,BMW
13,117,14,85,2188,2791,1345,244,226,108,0.53,182,, FC13, CA33,BMW
41,,38,60,365,2069,642,105,230,245,0.1,-794,, FC14, CA21,Honda
8,71,9,60,767,2501,5547,230,223,126,0.15,-596,, FC11, CA38,BMW
9,347,23,42,1050,3073,270,169,196,161,0.05,-63,, FC13, CA43,Toyota
-13,,19,430,2326,2716,2316,233,243,132,0.85,965,R1, FC13, CA24,Honda
0,43,8,0,400,2414,1293,222,222,135,0.78,586,, FC14, CA26,Mercedes
141,135,3,932,5900,3047,3591,224,238,149,0.87,731,, FC11, CA49,Toyota
123,139,22,404,2589,2752,2105,247,227,97,0.38,494,, FC13, CA30,Honda
-3,288,13,30,2080,2877,1015,183,239,195,0,25,, FC13, CA39,BMW
172,73,27,365,408,2132,488,239,179,53,0.93,836,, FC14, CA21,Honda
0,105,13,0,850,2242,451,242,223,109,0.63,-645,R1, FC14, CA34,Mercedes
120,85,19,256,1279,2365,1248,244,204,82,0.01,641,, FC14, CA22,Honda
0,73,11,0,170,2006,319,233,218,115,0.67,-223,, FC14, CA37,Mercedes
40,358,18,150,1631,2746,1198,189,204,150,0.42,-841,, FC13, CA30,BMW
112,53,9,430,1421,2270,902,226,220,128,0.6,-163,, FC14, CA22,Honda
10,52,11,182,2005,2786,2609,226,216,123,0.57,983,, FC11, CA49,BMW
115,80,35,255,268,2811,1383,241,156,15,0.05,-586,, FC11, CA49,BMW
14,32,8,201,127,2713,816,219,224,141,0.68,-198,, FC13, CA31,BMW
37,52,27,67,390,2033,722,222,170,66,0.3,-494,, FC14, CA30,Honda
40,326,3,175,3073,3313,2258,211,235,163,0.52,568,R3, FC11, CA59,GMC
30,61,6,297,255,2719,942,225,228,137,0.82,-988,, FC13, CA31,BMW
163,294,22,759,2130,2864,1779,153,229,214,0.11,-993,, FC13, CA33,BMW
94,175,28,192,1140,2219,541,223,241,131,0.9,720,, FC14, CA23,Mercedes
132,198,2,745,537,2964,1507,218,240,158,0.02,906,, FC13, CA31,BMW
334,43,12,874,2654,3533,1061,222,213,123,0.06,942,, FC11, CA60,Toyota
84,124,24,134,2100,2835,757,252,214,76,0.88,-105,, FC13, CA33,BMW
0,294,9,0,1889,2728,726,194,238,184,0.26,403,, FC13, CA51,BMW
43,112,11,268,2402,3377,2574,239,228,118,0.73,472,, FC11, CA58,GMC
75,57,22,170,175,2768,1288,229,187,80,0.02,862,, FC11, CA49,BMW
2,0,4,30,2046,2952,1471,214,232,156,0.75,-791,, FC11, CA49,Toyota
76,133,30,124,1034,2189,404,251,210,63,0.76,696,, FC14, CA23,Mercedes
106,136,25,927,2409,2883,1501,249,221,84,0.71,775,, FC13, CA33,BMW
74,60,25,242,258,2753,1879,230,179,67,0.34,25,, FC11, CA49,BMW
0,338,16,0,920,2108,256,183,215,170,0.02,-575,, FC14, CA24,Mercedes
34,142,17,134,2230,2837,1155,242,234,115,0.23,-206,, FC13, CA33,BMW
184,29,25,600,706,3180,1924,203,178,100,0.25,-521,, FC11, CA50,GMC
72,117,7,408,721,2600,1425,232,234,135,0.06,-444,R1, FC13, CA22,Honda
16,96,35,42,371,2067,295,250,168,0,0.25,97,, FC14, CA23,Mercedes
-1,90,5,60,1364,2733,2315,227,232,139,0.92,971,, FC11, CA43,BMW
168,164,16,361,1679,2752,1230,233,243,136,0,-591,, FC13, CA24,Honda
13,79,9,240,878,2490,4184,232,224,124,0.11,-428,, FC11, CA38,Ford
0,337,10,0,819,2355,1533,197,225,167,0.39,117,, FC14, CA25,Mercedes
112,64,26,218,242,2800,1397,233,178,61,0.99,147,, FC11, CA49,BMW
46,1,11,90,1950,2873,1189,204,219,152,0.64,260,, FC13, CA43,Toyota
5,,8,85,120,2696,870,225,223,132,0.99,-530,R3, FC13, CA31,BMW
139,150,8,404,1200,2320,1181,231,240,141,0.92,301,R1, FC14, CA26,Mercedes
55,122,7,560,1087,2558,1396,233,234,134,0.57,-958,, FC13, CA22,Honda
157,72,29,270,1981,2882,541,238,170,42,0.24,468,, FC13, CA33,BMW
-15,294,11,255,2239,3055,1262,189,237,189,0.74,-250,, FC13, CA43,Toyota
0,155,4,0,1296,2203,680,224,240,150,0.96,-316,, FC14, CA37,Mercedes
104,,11,509,671,3291,1110,234,218,115,0.42,721,, FC13, CA59,GMC
8,3,19,67,1531,2702,1310,191,201,144,0.27,-10,R2, FC13, CA30,BMW
65,160,28,134,3948,2827,5474,235,233,108,0.41,811,, FC11, CA50,Ford
0,76,2,0,402,2330,1356,222,235,150,0.21,156,, FC14, CA34,Mercedes
192,200,11,693,2103,3398,1114,216,250,167,0.01,563,, FC13, CA52,Toyota
15,,7,150,210,2704,937,229,227,131,0.82,218,, FC13, CA31,BMW
134,39,20,361,1690,2993,2888,217,193,104,0.4,160,, FC13, CA44,Toyota
0,55,6,0,1224,2244,693,224,227,139,0.09,565,, FC14, CA22,Mercedes
44,73,25,180,3008,3384,2006,240,183,59,0.2,-755,, FC11, CA59,GMC
0,57,10,0,1595,2791,1724,227,219,125,0.37,708,, FC13, CA37,BMW
100,192,18,324,1682,2827,2221,216,251,163,0.07,684,, FC13, CA24,BMW
47,304,7,300,1489,3358,1992,200,236,176,0,357,, FC13, CA52,Toyota
54,153,15,270,2053,3192,2801,237,240,130,0.81,-860,, FC11, CA49,GMC
0,35,13,0,497,2392,1350,218,211,126,0.38,-181,, FC14, CA26,Mercedes
14,288,10,60,1617,2719,1006,193,239,186,0.63,352,, FC13, CA43,BMW
238,323,10,420,1180,2910,765,195,230,174,0.93,-777,, FC13, CA52,BMW
20,15,15,134,390,2579,1061,206,209,138,0.61,-4,, FC13, CA30,Honda
61,101,14,228,1902,2815,853,243,220,104,0.88,702,R2, FC13, CA51,BMW
0,126,4,0,1463,2711,1355,227,237,145,1,671,, FC13, CA30,BMW
-15,79,31,60,175,2769,1411,242,167,31,0.34,205,, FC11, CA49,BMW
18,,12,108,3302,3040,300,186,231,185,0.19,-407,, FC11, CA43,Toyota
6,67,8,170,5121,3188,2118,228,224,129,0.2,100,, FC11, CA42,Toyota
77,156,19,212,1110,2258,1200,238,238,121,0.4,531,R1, FC14, CA23,Mercedes
0,179,14,0,1266,2611,875,225,248,152,0.92,635,, FC13, CA24,BMW
0,47,12,0,824,2344,1075,224,214,123,0.79,-954,, FC14, CA34,Mercedes
39,188,14,450,3132,3193,1060,221,250,159,0.61,585,, FC13, CA52,Toyota
11,230,13,108,1911,2743,865,200,251,187,0.57,-563,, FC13, CA51,BMW
27,,6,513,5542,3031,4002,228,230,136,0.08,553,, FC11, CA49,Toyota
-55,337,8,433,1129,3130,1019,203,229,165,0.22,593,, FC12, CA43,Toyota
22,315,12,90,4508,3161,3556,189,230,181,0.37,-72,, FC11, CA49,Toyota
66,83,35,90,90,2707,2191,243,158,14,1,576,, FC11, CA50,BMW
-3,105,5,30,1211,2662,1731,228,234,140,0.57,582,, FC13, CA40,BMW
66,49,21,201,600,2411,408,224,190,92,0.14,-671,, FC14, CA21,Honda
0,9,9,0,1425,2156,876,210,222,149,0.67,-360,, FC14, CA23,Mercedes
70,102,18,216,720,2457,285,247,215,90,0.45,-165,, FC14, CA22,Honda
12,18,18,42,467,2030,524,203,199,128,0.17,15,, FC14, CA30,Mercedes
0,0,14,0,1140,2219,384,199,214,151,0.8,515,, FC14, CA37,Mercedes
-5,261,22,124,1294,2647,1110,159,245,221,0.83,-15,, FC13, CA48,BMW
101,108,25,234,1008,2288,1308,253,202,62,0.43,563,, FC14, CA23,Mercedes
56,124,2,268,212,2539,1824,222,237,151,0.43,859,, FC14, CA26,Honda
0,253,15,0,1921,2808,1068,184,249,202,0.47,655,R2, FC13, CA33,Toyota
37,55,27,150,484,2052,576,224,170,62,0.42,-660,, FC14, CA26,Honda
4,185,10,42,3623,3136,4858,222,248,158,0.98,313,, FC11, CA49,Toyota
107,53,29,335,350,2786,2001,221,163,56,0.78,960,, FC11, CA49,BMW
60,62,22,258,866,2320,324,233,189,79,0.9,791,, FC14, CA26,Honda
38,167,12,446,2466,2880,1982,230,244,144,0.35,153,, FC13, CA46,BMW
0,3,5,30,774,2046,641,214,231,155,0.71,-481,, FC14, CA37,Mercedes
102,139,16,192,1214,2285,1092,242,233,115,0.17,-185,, FC14, CA23,Mercedes
32,334,25,60,108,1946,499,155,198,178,0.45,186,R3, FC14, CA30,Honda
3,112,8,60,2880,3188,5166,235,231,128,0.86,-324,, FC11, CA49,Toyota
46,152,24,300,1820,3061,1189,242,231,104,0.74,-806,, FC11, CA49,Toyota
27,319,14,150,1624,2745,1199,182,226,183,0.08,523,R3, FC13, CA30,BMW
-11,268,7,295,1690,3045,1594,201,243,181,0.77,-932,R3, FC13, CA43,Toyota
6,38,5,30,4666,2954,2285,220,228,144,0.59,-583,, FC11, CA43,BMW
16,138,17,42,2542,3225,2790,243,232,112,0.44,902,, FC11, CA49,GMC
86,94,40,124,402,2137,272,246,150,0,0.74,-838,, FC14, CA23,Mercedes
0,,14,0,4671,2945,4737,225,208,114,0.94,-434,, FC11, CA43,Toyota
1,119,9,108,2995,3251,677,235,233,128,0.72,424,, FC11, CA43,Toyota
165,98,29,240,1310,2837,860,252,185,40,0.93,-825,, FC13, CA33,BMW
95,305,8,484,840,3285,589,199,236,176,0.72,103,, FC13, CA52,Toyota
14,,19,30,2105,3081,3248,179,207,165,0.83,21,R2, FC11, CA42,Toyota
5,130,4,134,4726,3146,2100,226,237,145,0.3,-510,, FC11, CA39,Toyota
40,,14,240,242,2728,2424,241,215,101,0.01,505,, FC11, CA49,BMW
18,,10,309,4830,2977,2447,236,225,120,0.34,-599,, FC11, CA43,Toyota
0,70,10,0,1533,2236,895,231,221,123,0.48,-485,, FC14, CA37,Mercedes
-18,342,10,190,1359,3167,812,198,224,165,0,-43,R1, FC12, CA44,Toyota
48,34,19,127,270,2303,1633,214,195,111,0.8,-977,, FC14, CA26,Honda
4,318,7,30,108,2000,268,201,234,172,0.4,-402,, FC14, CA37,Mercedes
98,109,26,192,876,2292,1429,253,201,58,0.72,167,, FC14, CA23,Mercedes
-7,273,9,67,1981,2836,1214,196,243,186,0.98,-468,, FC13, CA53,BMW
56,243,33,124,295,2054,458,137,244,230,0.51,-927,, FC14, CA25,Honda
49,221,9,300,3912,3276,2463,210,249,175,0.35,186,, FC11, CA43,GMC
85,121,19,212,1289,2376,990,249,221,92,0.46,203,, FC14, CA23,Honda
98,300,25,192,417,2305,1452,143,221,214,0.9,-762,, FC14, CA30,Honda
0,67,9,0,4312,3269,2282,229,222,125,0.56,-540,, FC11, CA58,Toyota
178,77,17,351,1170,2827,730,239,206,92,1,-850,, FC13, CA33,BMW
43,176,4,560,2024,2808,1892,221,241,156,0.78,317,, FC13, CA37,BMW
73,299,12,272,5343,3341,939,186,235,189,0.44,512,, FC11, CA59,Toyota
155,24,10,655,1785,3172,2530,215,218,140,0.21,756,R2, FC13, CA51,Toyota
0,319,4,0,1490,3120,782,208,235,166,0.54,-271,, FC13, CA41,Toyota
-13,140,20,150,751,2809,331,246,229,102,0.6,170,, FC11, CA50,BMW
8,258,10,42,2962,2941,1180,195,246,189,0.49,-937,R2, FC13, CA43,Toyota
74,,11,443,319,3206,937,234,240,136,0.56,17,, FC13, CA52,Toyota
21,86,8,150,1825,2677,1776,232,227,129,0.6,-246,, FC13, CA24,Honda
91,59,28,210,240,2763,1728,228,171,58,0.99,314,R2, FC11, CA49,BMW
0,338,15,0,890,2058,285,187,218,170,0.39,-304,, FC14, CA37,Mercedes
0,348,6,0,1448,2342,351,209,231,160,0.7,53,, FC14, CA26,Mercedes
-14,12,30,242,840,2251,295,174,164,112,0.79,-589,R1, FC14, CA30,Honda
13,164,11,180,940,2762,626,230,243,144,0.24,-337,, FC13, CA22,Honda
10,3,12,124,2089,3296,2773,204,217,150,0.26,669,, FC11, CA59,GMC
2,106,6,60,892,3082,1766,231,232,135,0.75,-74,, FC11, CA43,Toyota
66,163,20,124,1756,2645,1207,234,241,129,0.37,166,, FC13, CA24,Honda
13,183,16,108,256,2905,939,222,249,154,0.39,630,, FC13, CA53,BMW
0,,8,0,228,2281,421,231,227,128,0.03,151,, FC14, CA31,Mercedes
70,82,35,108,120,2725,2250,242,157,13,0.27,191,, FC11, CA50,BMW
0,87,24,0,480,2049,552,247,194,63,0.55,-174,R1, FC14, CA34,Mercedes
38,107,20,192,892,3197,789,250,212,81,0.26,-869,, FC13, CA59,GMC
20,,13,361,2886,3030,1353,196,219,162,0.47,865,, FC13, CA52,Toyota
0,34,9,0,371,2439,1289,219,221,138,0.55,610,R1, FC14, CA26,Mercedes
6,81,17,42,2280,3289,2787,241,207,90,0.24,-132,, FC11, CA59,GMC
195,,32,300,1276,2867,841,250,174,26,0.51,245,, FC13, CA33,BMW
6,27,8,30,1289,2721,2259,217,223,142,0.77,-274,, FC13, CA31,BMW
125,76,23,247,1233,2774,812,241,189,66,0.81,-119,, FC13, CA33,BMW
14,249,27,60,931,2144,1426,152,247,225,0.34,-365,, FC14, CA37,Mercedes
11,147,27,30,1100,2131,450,244,225,91,0.4,75,, FC14, CA23,Mercedes
8,299,12,30,2525,2889,170,186,235,189,0.33,75,, FC13, CA43,Toyota
93,317,31,153,3438,3444,1390,126,198,203,0.34,-985,, FC11, CA59,Toyota
80,34,25,242,1284,2317,993,207,177,94,0.68,576,, FC14, CA30,Honda
102,122,23,300,1614,2681,1034,252,214,77,0.05,453,, FC13, CA24,Honda
0,6,9,0,4858,2850,4548,210,223,151,0.14,-677,, FC11, CA36,Ford
0,242,24,0,1418,2107,812,166,251,216,0.57,-365,, FC14, CA21,Mercedes
3,9,7,30,1120,2742,2197,212,225,151,0.47,701,, FC13, CA37,BMW
10,,14,90,815,2833,285,243,222,106,0.45,756,, FC11, CA50,BMW
43,170,22,108,1082,2224,1211,230,243,133,0.67,349,, FC14, CA23,Mercedes
-110,87,31,240,242,2784,2467,247,173,31,0.64,-557,, FC11, CA50,BMW
0,330,9,0,916,2304,872,199,229,170,0.45,567,, FC14, CA37,Mercedes
59,18,15,277,495,2618,1008,207,206,133,0.94,-289,, FC13, CA30,Honda
2,264,2,30,1514,2972,1660,214,240,164,0.6,424,, FC13, CA39,BMW
136,237,16,458,886,2830,1814,189,252,198,0.34,480,, FC13, CA24,BMW
224,144,20,433,1905,2975,853,244,232,108,0.37,-18,, FC13, CA33,BMW
193,,15,400,430,2865,1863,240,213,99,0.92,416,, FC11, CA49,BMW
97,317,34,150,339,2511,924,114,190,205,0.84,-826,, FC14, CA30,Honda
23,136,32,90,674,2825,1360,249,209,61,0.95,-90,, FC13, CA33,BMW
141,135,14,283,1392,2304,942,241,233,118,0.38,537,, FC14, CA23,Mercedes
-4,52,21,42,3430,3241,3803,226,190,88,0.07,-251,, FC11, CA58,GMC
34,158,15,212,3204,3258,2102,235,241,133,0.37,-336,, FC11, CA49,GMC
0,331,12,0,636,2177,1338,192,225,172,0.58,81,, FC14, CA36,Mercedes
4,350,9,95,1936,2780,2674,203,224,160,0.79,-322,, FC11, CA43,BMW
125,309,18,446,1128,3100,2213,169,226,196,0.99,979,R3, FC13, CA52,Toyota
17,151,9,120,234,2279,309,231,240,140,0.82,-498,, FC14, CA30,Mercedes
11,291,16,108,2249,3133,900,174,236,202,0.52,105,, FC13, CA43,Toyota
19,303,27,42,624,2187,1443,135,215,215,0.86,-129,, FC14, CA30,Honda
0,36,6,0,255,2276,400,220,226,143,0.17,-169,, FC14, CA30,Mercedes
49,292,3,424,4401,3221,1710,212,238,165,0.25,-12,, FC11, CA49,Toyota
75,265,36,108,592,2193,677,110,229,244,0.74,423,, FC14, CA30,Honda
14,326,5,30,1062,2529,5047,207,234,166,0.66,70,, FC11, CA36,Ford
118,86,21,268,1940,2843,566,245,199,73,0.52,-513,, FC13, CA33,BMW
19,340,11,90,1622,2857,1295,197,224,166,0.03,-431,, FC13, CA52,BMW
0,,9,0,1084,3072,1740,199,228,168,0.4,756,, FC12, CA43,Toyota
53,,28,127,488,2278,1803,254,199,51,0.04,407,, FC14, CA23,Mercedes
89,,19,255,1590,2743,883,242,235,114,0.26,-581,, FC11, CA50,BMW
34,112,18,134,2018,2798,997,248,219,93,0.12,595,, FC13, CA33,BMW
13,279,10,134,3711,3335,1813,194,242,187,0.03,496,, FC13, CA52,Toyota
134,103,24,319,1064,2318,1282,252,201,63,0.77,948,, FC14, CA26,Mercedes
8,95,13,30,1388,2337,295,240,220,108,0.57,135,, FC14, CA26,Honda
125,62,16,661,2278,3340,2095,232,206,102,0.48,379,, FC11, CA60,Toyota
2,297,10,60,768,2048,666,193,237,184,0.2,-684,, FC14, CA37,Mercedes
1,47,8,319,666,2703,1813,223,223,134,0.09,43,, FC11, CA32,Toyota
94,12,7,570,4295,2886,5518,213,226,150,0.76,45,R1, FC11, CA49,Toyota
0,86,7,0,999,2186,1296,230,229,132,0.85,-526,R2, FC14, CA24,Mercedes
51,313,17,350,899,2275,212,172,225,192,1,-422,, FC14, CA30,Honda
57,343,14,268,2789,3080,755,190,218,165,0.42,-952,, FC11, CA49,Toyota
125,87,33,180,1410,2797,973,247,166,22,1,545,, FC13, CA33,BMW
-15,70,9,210,1991,3181,713,230,223,125,0.95,-394,, FC11, CA43,Toyota
47,103,25,120,268,2288,1736,252,199,60,0.6,-248,R3, FC14, CA23,Mercedes
-25,64,21,150,631,3087,1570,234,193,82,0.23,-670,, FC11, CA49,Toyota
0,347,11,0,780,2149,1616,198,222,162,0.28,-865,, FC14, CA36,Mercedes
0,63,12,0,384,2460,1271,230,216,117,0.09,-322,, FC14, CA26,Mercedes
0,,23,0,1395,2216,967,229,184,77,0.28,364,, FC14, CA37,Mercedes
0,74,6,0,577,2068,134,228,228,135,0.14,-604,, FC14, CA23,Mercedes
91,134,26,175,1416,2249,811,250,217,78,0.09,569,R2, FC14, CA23,Mercedes
0,200,20,60,6297,3119,2377,208,253,172,0.21,-626,, FC11, CA49,Ford
10,178,11,85,1040,2702,457,225,247,152,0.08,-897,, FC13, CA22,Honda
9,141,10,124,5251,2955,2147,236,237,131,0.55,-587,, FC11, CA43,Toyota
59,70,8,331,2908,3201,5058,229,225,129,0.38,-914,, FC11, CA49,Toyota
12,318,21,30,834,2221,309,161,216,194,0.58,-33,, FC14, CA34,Honda
0,349,6,108,1328,3187,272,209,230,159,0.86,-973,, FC13, CA43,Toyota
55,85,10,192,3997,3298,3978,235,222,118,0.68,-626,, FC11, CA58,GMC
99,30,18,594,2191,3080,2522,212,198,117,0.98,368,, FC13, CA44,Toyota
0,61,2,0,1602,2240,808,221,234,149,0.33,37,R1, FC14, CA37,Mercedes
30,139,21,85,1061,2214,1231,246,228,99,0.33,-231,, FC14, CA23,Mercedes
5,297,4,180,5702,3291,680,208,238,169,0.94,709,, FC11, CA58,Toyota
38,352,8,319,5748,3219,2206,206,226,158,0.45,992,, FC11, CA49,Toyota
82,0,29,201,309,2090,190,165,173,134,0.62,377,, FC14, CA25,Honda
7,113,22,30,1008,2118,350,251,211,77,0.73,426,, FC14, CA23,Mercedes
44,117,24,134,531,2269,1761,253,210,71,0.44,-743,, FC14, CA23,Mercedes
-19,70,31,30,153,2756,1383,235,163,36,0.72,85,, FC11, CA49,BMW
17,152,14,95,3675,3089,2316,236,240,131,0.69,331,, FC11, CA49,Toyota
111,332,23,247,990,2225,1266,160,204,180,0.11,-346,, FC14, CA30,Honda
99,120,27,212,1332,2239,726,254,205,60,0.46,-166,, FC14, CA23,Mercedes
11,80,23,67,170,2665,664,243,192,67,0.02,-430,, FC11, CA50,BMW
66,357,17,242,2873,3286,2458,192,208,152,0.26,-313,, FC13, CA44,Toyota
67,155,14,228,2110,2890,962,236,240,131,0.22,-598,R3, FC13, CA52,BMW
92,210,20,297,1048,2863,1766,201,254,182,0.46,779,, FC13, CA33,BMW
0,32,6,0,797,2142,1577,219,226,144,0.03,-354,, FC14, CA21,Mercedes
80,128,32,150,1632,2268,67,252,200,48,0.96,64,, FC14, CA23,Honda
70,111,8,558,5840,3218,1589,234,231,129,0.07,462,, FC11, CA49,Toyota
0,347,17,0,1326,2135,1381,186,211,162,0.35,-154,, FC14, CA37,Mercedes
128,22,33,268,810,2237,313,181,153,90,0.69,-424,, FC14, CA30,Honda
33,140,17,108,2256,2846,1015,243,233,113,0.51,728,R3, FC13, CA33,BMW
35,61,12,313,5649,3218,2187,230,215,117,0.23,829,, FC11, CA42,Toyota
60,116,31,120,300,2301,1793,254,194,42,0.5,695,, FC14, CA23,Mercedes
25,48,7,324,5622,3132,841,223,225,138,0.99,393,, FC11, CA49,Toyota
27,94,8,300,1110,3353,1442,232,229,129,0.42,103,, FC13, CA59,GMC
0,67,14,0,591,2190,1209,233,212,109,0.5,135,, FC14, CA21,Mercedes
111,,29,247,2072,2777,2214,218,242,136,0.25,-645,, FC13, CA24,Honda
86,157,13,474,2556,3044,1099,234,241,136,0.07,-599,, FC13, CA52,Toyota
106,,20,361,2577,2735,2148,245,230,105,0.77,963,, FC13, CA30,Honda
0,25,4,30,4426,3168,3180,218,231,150,0.93,-362,, FC11, CA40,Toyota
77,293,28,124,541,2141,342,131,221,224,0.05,302,, FC14, CA30,Honda
-12,235,10,201,2483,3126,636,203,249,183,0.9,848,, FC13, CA52,Toyota
33,85,9,192,3755,3146,3099,233,225,124,0.96,-258,, FC11, CA49,Toyota
